cycle,input_fire,sample_index,channel_id,sample_u16,fault_active,input_ready,mode,q_shift,current_mad,cfg_t_low,cfg_t_high,quantized,dptc_delta,bit_width,is_absolute,packer_byte_valid,packer_byte,m_axis_tvalid,m_axis_byte,m_axis_tlast,fifo_level,fifo_full,overflow
1509,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1510,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1511,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1512,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1513,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1514,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1515,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1516,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1517,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1518,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1519,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1520,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1521,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1522,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1523,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1524,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1525,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1526,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1527,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1528,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1529,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1530,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1531,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1532,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1533,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1534,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1535,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1536,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1537,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1538,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1539,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1540,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1541,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1542,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1543,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1544,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1545,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1546,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1547,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1548,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1549,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1550,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1551,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1552,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1553,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1554,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1555,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1556,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1557,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1558,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1559,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1560,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1561,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1562,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1563,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1564,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1565,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1566,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1567,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1568,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1569,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1570,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1571,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1572,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1573,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1574,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1575,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1576,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1577,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1578,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1579,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1580,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1581,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1582,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1583,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1584,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1585,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1586,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1587,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1588,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1589,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1590,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1591,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1592,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1593,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1594,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1595,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1596,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1597,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1598,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1599,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1600,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1601,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1602,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1603,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1604,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1605,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1606,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1607,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1608,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1609,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1610,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1611,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1612,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1613,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1614,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1615,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1616,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1617,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1618,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1619,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1620,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1621,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1622,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1623,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1624,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1625,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1626,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1627,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1628,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1629,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1630,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1631,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1632,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1633,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1634,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1635,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1636,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1637,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1638,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1639,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1640,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1641,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1642,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1643,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1644,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1645,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1646,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1647,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1648,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1649,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1650,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1651,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1652,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1653,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1654,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1655,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1656,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1657,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1658,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1659,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1660,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1661,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1662,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1663,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1664,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1665,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1666,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1667,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1668,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1669,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1670,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1671,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1672,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1673,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1674,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1675,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1676,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1677,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1678,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1679,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1680,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1681,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1682,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1683,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1684,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1685,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1686,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1687,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1688,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1689,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1690,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1691,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1692,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1693,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1694,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1695,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1696,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1697,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1698,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1699,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1700,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1701,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1702,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1703,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1704,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1705,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1706,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1707,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1708,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1709,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1710,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1711,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1712,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1713,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1714,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1715,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1716,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1717,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1718,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1719,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1720,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1721,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1722,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1723,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1724,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1725,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1726,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1727,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1728,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1729,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1730,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1731,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1732,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1733,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1734,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1735,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1736,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1737,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1738,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1739,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1740,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1741,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1742,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1743,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1744,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1745,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1746,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1747,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1748,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1749,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1750,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1751,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1752,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1753,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1754,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1755,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1756,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1757,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1758,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1759,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1760,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1761,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1762,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1763,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1764,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1765,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1766,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1767,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1768,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
1769,0,1023,2,5015,0,1,0,0,3,0,65535,5015,0,1,0,0,0,0,218,0,0,0,0
